product_number,category_name,deparment_name,manufacturer_name,upc,sku,regular_price,sale_price,description
CP425SLG,Battery Backup (UPS),ACCESSORIES,CyberPower,649532609475,4195903,49.99,49.99,425 VA/255 W - Desktop - Full Load Runtime 2 Minute - 4 x NEMA 5-15R
NS-NBSL-14,Laptop Bags & Cases,PHOTO/COMMODITIES,Insignia™,600603167720,4204007,20.99,20.99,"Fits most laptops with up to a 15.6"" display; front zippered pocket; detachable shoulder strap; handle; slim, lightweight design"
F8T068TTAPL,Keypads,ACCESSORIES,Belkin,745883675067,4210322,49.99,49.99,"Compatible with Apple iMac, Mac Pro and MacBook; Bluetooth technology; 28 low-profile, island-style keys; aluminum enclosure"
E1659FWU,All Monitors,COMPUTERS,AOC,685417062485,4218018,99.99,99.99,"Bring a second monitor with you to enhance your productivity, virtually anywhere with the AOC E1659FWU 15.6&#8221; portable LED HD monitor. It&#8217;s spacious 15.6&#8221; diagonal size and HD resolution wrapped in a lightweight and portable package allow you to enjoy a second screen with just a USB 3.0 connection."
43319-1041,Laptop Bags & Cases,PHOTO/COMMODITIES,Samsonite,43202462566,4218095,22.99,22.99,"SAMSONITE Aramon NXT Sleeve for 13"" Apple MacBook: Fits a 13"" Apple MacBook or small tablet; neoprene material; checkpoint-friendly design; zipper"
43327-1041,Laptop Bags & Cases,PHOTO/COMMODITIES,Samsonite,43202462764,4218138,34.99,34.99,"SAMSONITE Aramon NXT Shuttle Case for 13"" Apple MacBook, MacBook Pro and MacBook Air: Compatible with 13"" Apple MacBook, MacBook Pro and MacBook Air; neoprene material; zippered accessory pocket; removable, adjustable shoulder strap; top carry handles"
43330-1041,Laptop Bags & Cases,PHOTO/COMMODITIES,Samsonite,43202462887,4218147,37.99,37.99,"SAMSONITE Aramon NXT Laptop Shuttle Bag: Compatible with most laptops with up to a 17"" display; neoprene rubber material; front exterior zippered pocket; padded, adjustable shoulder strap; web haul handles; zip-around closure; cushioning cradle"
45798-1139,Laptop Bags & Cases,PHOTO/COMMODITIES,Samsonite,43202485244,4218174,121.99,121.99,"Dedicated padded laptop compartment; front pocket organization; genuine leather material; padded removable shoulder strap; compatible with most laptops up to 15.6"""
920-006481,Keyboard & Mouse Combos,COMPUTERS,Logitech,97855107879,4225900,34.99,34.99,"Compatible with PC2.4GHz wireless technology12 buttonsButton functions: mute, play/pause and skip tracksOptical mouse"
8746B002,Photo Printers,COMPUTERS,Canon,13803230840,4241003,249.99,249.99,"Prints borderless photos up to 13"" x 19""Wi-FiPrints up to 14.5 ISO ipm in black and up to 10.4 ISO ipm in color (Print speeds vary with use. See mfg. for info on print speeds.)150-sheet automatic sheet feeder"
T29HGS-F00,Tablet Screen Protectors,COMPUTERS,ZAGG,848467040456,4241504,49.99,25.99,Compatible with Samsung Galaxy Tab S2 & S3 9.7; tempered-glass construction; oil-repelling technology; scratch-resistant design; EZ Apply tabs
NS-PMM6R01,Monitor Mounts & Stands,ACCESSORIES,Insignia™,600603189609,4258201,24.99,24.99,Holds most computer monitors; also functions as a desktop stand; lightweight design
MUXF2LL/A,iPad mini,COMPUTERS,Apple,190199072305,4264200,529.99,479.99,iPad mini. Mini just got mightier
MUXG2LL/A,iPad mini,COMPUTERS,Apple,190199072329,4264500,529.99,479.99,iPad mini. Mini just got mightier
MUXH2LL/A,iPad mini,COMPUTERS,Apple,190199072343,4264503,529.99,479.99,iPad mini. Mini just got mightier
MUXM2LL/A,iPad mini,COMPUTERS,Apple,190199072428,4264600,679.99,629.99,iPad mini. Mini just got mightier
MUXN2LL/A,iPad mini,COMPUTERS,Apple,190199072442,4264602,679.99,629.99,iPad mini. Mini just got mightier
MUXP2LL/A,iPad mini,COMPUTERS,Apple,190199072466,4264604,679.99,629.99,iPad mini. Mini just got mightier
MV152LL/A,iPad Air,COMPUTERS,Apple,190199088436,4264700,629.99,629.99,iPad Air. Power isn't just for the pros
MV162LL/A,iPad Air,COMPUTERS,Apple,190199088450,4264714,629.99,629.99,iPad Air. Power isn't just for the pros
MV172LL/A,iPad Air,COMPUTERS,Apple,190199088474,4264801,629.99,629.99,iPad Air. Power isn't just for the pros
MV1D2LL/A,iPad Air,COMPUTERS,Apple,190199088559,4264802,779.99,679.99,iPad Air. Power isn't just for the pros
MV1F2LL/A,iPad Air,COMPUTERS,Apple,190199088573,4264901,779.99,679.99,iPad Air. Power isn't just for the pros
MV1G2LL/A,iPad Air,COMPUTERS,Apple,190199088597,4265000,779.99,679.99,iPad Air. Power isn't just for the pros
S041586,Multipurpose Paper,PHOTO/COMMODITIES,Epson,10343838192,4271512,8.99,4.49,"Compatible with most ink jet printers; 2-sided use; 8.5"" x 11""; 500 sheets; acid-free design; 96 brightness"
T664120-S,Supertank Printer Ink,PHOTO/COMMODITIES,Epson,10343920484,4274200,12.99,12.99,High-yield designCompatible with select Epson EcoTank printers
T664320-S,Supertank Printer Ink,PHOTO/COMMODITIES,Epson,10343920507,4274201,12.99,12.99,High-yield designCompatible with select Epson EcoTank printers
T664220-S,Supertank Printer Ink,PHOTO/COMMODITIES,Epson,10343920491,4274202,12.99,12.99,High-yield designCompatible with select Epson EcoTank printers
T774120-S,Supertank Printer Ink,PHOTO/COMMODITIES,Epson,10343920545,4274203,19.49,19.49,High-yield designCompatible with Epson EcoTank ET-4550 printers
T664420-S,Supertank Printer Ink,PHOTO/COMMODITIES,Epson,10343920514,4274204,12.99,12.99,High-yield designCompatible with select Epson EcoTank printers
CR671A,Photo-Quality Paper,PHOTO/COMMODITIES,HP,886111138869,4276055,17.49,17.49,"Compatible with HP Inkjet printers; designed for printing photos; 8.5"" x 11"" paper size; 25 sheets included"
THE SIMS PERFECT PATIO STUFF,PC Add-Ons,INTERACTIVE SOFTWARE,No manufacturer,400042782009,4278200,9.99,9.99,"Lure your Sims outside with hot tubs, new furnishings, decor, hairstyles, and more"
T124120-BCS,Printer Ink,PHOTO/COMMODITIES,Epson,10343876538,4283261,41.99,41.99,Compatible with select Epson Printers
RTAC68U,Wireless Routers,COMPUTERS,ASUS,886227419005,4283718,282.99,145.99,Up to 1900 Mbps data transfer ratesUSB portVPN supportNetwork monitoringSyslog supportStateful Packet Inspection (SPI)
73228-1041,Laptop Bags & Cases,PHOTO/COMMODITIES,Samsonite,43202676574,4285000,69.99,69.99,"EVA compression-molded, padded laptop compartment; front pocket organization; rear soft-brushed poly pocket; SmartSleeve; checkpoint friendly"
NS-NB101-14,Laptop Bags & Cases,PHOTO/COMMODITIES,Insignia™,600603167713,4286006,24.99,24.99,"Fits most laptops with up to a 15.6"" display; padded design; front and inside pockets; detachable shoulder strap"
MG3620 RED,Inkjet Printers,COMPUTERS,Canon,13803256277,4291000,79.99,49.99,"3-in-1 functionalityBorderless printingBuilt-in Wi-FiPrints up to 9.9 ISO ipm in black, up to 5.7 ISO ipm in color (Print speeds vary with use. See mfg. for info on print speeds.)"
0515C022,Inkjet Printers,COMPUTERS,Canon,13803256239,4291015,79.99,49.99,"3-in-1 functionalityBorderless printingBuilt-in Wi-FiPrints up to 9.9 ISO ipm in black, up to 5.7 ISO ipm in color (Print speeds vary with use. See mfg. for info on print speeds.)"
0515C002,Inkjet Printers,COMPUTERS,Canon,13803256192,4291017,79.99,39.99,"3-in-1 functionalityBorderless printingBuilt-in Wi-FiPrints up to 9.9 ISO ipm in black, up to 5.7 ISO ipm in color (Print speeds vary with use. See mfg. for info on print speeds.)"
VA2055SM,All Monitors,COMPUTERS,ViewSonic,766907806311,4294507,84.99,84.99,"VIEWSONIC 19.5"" LED HD Monitor: 16 ms response time; 3000:1 static contrast ratio; 250 nits brightness; 1080 x 1920 maximum resolution; 178-degree viewing angles; DVI and VGA inputs; wall-mountable; integrated dual 2W speakers"
GSS116E100NAS,Network Switches,COMPUTERS,NETGEAR,606449105223,4320442,149.99,149.99,Gigabit Ethernet switch; 32 Gbps bandwidth; easy-to-install bracket-mounting system; includes multidirectional power cable
NS-PCH6430,USB Hubs,ACCESSORIES,Insignia™,600603191459,4333600,24.99,24.99,"Compatible with most devices with USB 2.0 connectivity; expands 1 USB 3.0 port into 4; 5V, 500 mAh/port output; data transfer speeds up to 3 Gbps; USB-powered design; plug-and-play operation"
HDMI-EXTC,Monitor & Video Cables,COMPUTERS,Sabrent,857161001748,4335577,49.99,49.99,"SABRENT HDMI and DVI over Cat-5e Extender Adapter: sender and receiver units; compatible with Cat-5e or Cat-6 cables; HDCP compliant; signal rates up to 2.25Gbits; feedback, equalization and amplification autoadjust"
1023459,PC Add-Ons,INTERACTIVE SOFTWARE,No manufacturer,400043383007,4338300,19.99,19.99,Give your Sims a day of relax at the all-new Perfect Balance Spa
EF-BT710PBEGUJ,"Tablet Cases, Covers & Keyboard Folios",COMPUTERS,Samsung,887276071268,4346001,59.99,35.99,Compatible with Samsung Galaxy Tab S2 8; polyurethane material; auto on/off function; 3 viewing angles
SMX3000RMLV2U,Battery Backup (UPS),ACCESSORIES,APC,731304268550,4352898,2475.99,1539.99,"3000 VA/2700 W - 120 V AC - 6 Minute - 2U Rack-mountable - 6 Minute - 1 x NEMA L5-30R - , 3 x NEMA 5-15R - , 3 x NEMA 5-20R"
TLSG1016D,Network Switches,COMPUTERS,TP-Link,845973020613,4359855,79.99,79.99,TP-LINK 16-Port 10/100/1000 Mbps Gigabit Ethernet Switch: Wired; provides a network connection for up to 16 devices; Green technology; nonblocking architecture; 10/100/1000 Mbps Gigabit Ethernet; up to 32 Gbps switching capacity; auto MDI/MDIX
TLSG1024D,Network Switches,COMPUTERS,TP-Link,845973020620,4359864,99.99,99.99,TP-LINK 24-Port 10/100/1000 Mbps Gigabit Ethernet Switch: Wired; provides a network connection for up to 24 devices; Green technology; nonblocking architecture; 10/100/1000 Mbps Gigabit Ethernet; up to 48 Gbps switching capacity; auto MDI/MDIX
TL-WR940N,Wireless Routers,COMPUTERS,TP-Link,845973051464,4360023,29.99,26.99,Up to 300 Mbps data transfer rates; Firewall; VPN support; DMZ port; DHCP support; NAT support; auto-negotiation; auto-uplink (auto MDI/MDI-X); dynamic DNS server; MAC address filtering; VPN passthrough; URL filtering; IP address filtering; SNTP support
N9H63FN#140,Printer Ink,PHOTO/COMMODITIES,HP,889894153623,4363101,48.99,48.99,Black cartridge yields up to 200 pagesTricolor cartridge yields up to 165 pagesCompatible with select HP DeskJet and PhotoSmart printers
N9H64FN#140,Printer Ink,PHOTO/COMMODITIES,HP,889894153630,4363200,39.99,39.99,Compatible with select HP Printers
K7V40A#B1H,Inkjet Printers,COMPUTERS,HP,889296063285,4363407,99.99,79.99,"4-in-1 functionalityWi-FiPrints up to 8.5 ISO ppm in black, up to 6 ISO ppm in color (Print speeds vary with use. See mfg. for info on print speeds.)60-sheet input tray2.2"" mono touch screen"
N001-025-BK,Ethernet Cables,ACCESSORIES,Tripp Lite,37332042644,4366919,5.99,5.99,"Cabling for category 5 (Cat5) and 5e (Cat5e) applications; molded connectors; snagless design; PVC 4-pair stranded UTP; rated for 350MHz/1Gbps communication; IEEE 802.3ab, IEEE 802.5, ANSI/EIA/TIA 568, ISO/IEC 11801 and ETL (category 5e draft 11); ROHS"
F6U64AN#140,Printer Ink,PHOTO/COMMODITIES,HP,889296267423,4370700,39.99,39.99,Yields up to 480 pagesCompatible with select HP Printers
F6U63AN#140,Printer Ink,PHOTO/COMMODITIES,HP,889296267416,4370800,41.99,41.99,Yields up to 330 pagesCompatible with select HP Printers
F6U62AN#140,Printer Ink,PHOTO/COMMODITIES,HP,889296267409,4370901,20.99,20.99,Yields up to 190 pagesCompatible with select HP Printers
F6U61AN#140,Printer Ink,PHOTO/COMMODITIES,HP,889296267393,4370908,28.99,28.99,Yields up to 165 pagesCompatible with select HP Printers
L0R46AN#140,Printer Ink,PHOTO/COMMODITIES,HP,889296267430,4371000,45.99,45.99,Compatible with select HP Printers
70887-C248,Laptop Bags & Cases,PHOTO/COMMODITIES,Speck,848709022929,4372607,99.99,99.99,SPECK MightyPack Plus Backpack: Laptop sleeve; mouse and power supply pockets; hard shell top pocket; breathable mesh pocket; polyester interior; triple-layered foam; pass-through; quick-release strap with external strap pocket
NS-PMM6120,Monitor Mounts & Stands,ACCESSORIES,Insignia™,600603189890,4374500,39.99,39.99,"Supports most monitors up to 27""; Adjustable height, angle and horizontal position; Integrated cable management clips; Requires monitor with 50X50mm, 75x75mm or 100x100 mm VESA mounts"
910-004432,Wireless & Bluetooth Mice,COMPUTERS,Logitech,97855113726,4375300,29.99,29.99,Optical technology; navigation button; tilt wheel; Bluetooth connectivity
FQC-08930,Operating Systems,COMPUTER SOFTWARE,Microsoft,885370920932,4379719,169.99,151.99,Welcome to the new Windows with new and classic features
MF810CDN,Color Laser Printers,COMPUTERS,Canon,13803252309,4382300,898.99,898.99,"3-in-1 functionalityPrints up to ISO 26 ppm (Print speeds vary with use. See mfg. for info on print speeds.)550-sheet input tray, 100-sheet multipurpose trayTouch-screen LCD"
MM200-M,Gaming Mouse Pads,COMPUTERS,CORSAIR,843591059367,4384400,16.99,16.99,Compatible with most laser and optical gaming mice; textile-weave surface; cloth construction; antiskid rubber base
ROC-13-170-AM,Gaming Mouse Pads,COMPUTERS,ROCCAT,4250288190580,4384501,14.99,14.99,Compatible with most mice; long life material; heavy-duty stitched border ; total control surface; rubberized backing
PAS-213BLACK,Laptop Bags & Cases,PHOTO/COMMODITIES,Case Logic,85854213523,4392386,34.99,19.99,"CASE LOGIC Sleeve for 13"" Apple MacBook Pro: Compatible with 13"" Apple MacBook Pro; suede and neoprene materials; zippered Power Pocket; USB drive pocket; slimline design; asymmetrical zipper"
VNA-210BLACK,Laptop Bags & Cases,PHOTO/COMMODITIES,Case Logic,85854217620,4392437,24.99,18.99,"CASE LOGIC Attache for Apple iPad and iPad 2: Compatible with Apple iPad and iPad 2 and fits most laptops with a 7"" - 10.2"" display; dobby nylon material; Power Pocket; accessory pockets; zippered document pocket; USB drive pocket; handle; shoulder strap"
VNM-217BLACK,Laptop Bags & Cases,PHOTO/COMMODITIES,Case Logic,85854217644,4392455,54.99,39.99,"CASE LOGIC Messenger Laptop Bag: Compatible with most laptops with up to a 17"" display; dobby nylon material; padded, zippered laptop pocket; accessory pockets; integrated USB drive pocket; removable shoulder strap; padded handle; luggage strap"
NS-MSSTL2U,Tablet Stylus Pens,COMPUTERS,Insignia™,600603194931,4400306,9.99,9.99,Stainless steel construction; silicone tip; pocket clip; ergonomic design
